,Vid_num,Video Link
3711,3709,data/engagement/video/Zoom_Focus_Group/clip0005/Zoom_Focus_Group6_clip5.mp4
3712,3710,data/engagement/video/Zoom_Focus_Group/clip0090/Zoom_Focus_Group88_clip6.mp4
3713,3711,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0022/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic19_clip2.mp4
3714,3712,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0111/Te_Awamutu_Community_Board_Meeting_14_September_2021214_clip5.mp4
3715,3713,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0072/Te_Awamutu_Community_Board_Meeting_14_September_2021200_clip6.mp4
3716,3714,data/engagement/video/zoom_group_therapy_session_1/clip0060/zoom_group_therapy_session_177_clip3.mp4
3717,3715,data/engagement/video/Zoom_Focus_Group/clip0099/Zoom_Focus_Group94_clip6.mp4
3718,3716,data/engagement/video/August_Facebook_Live/clip0069/August_Facebook_Live43_clip8.mp4
3719,3717,data/engagement/video/Group_therapy_video_2/clip0050/Group_therapy_video_236_clip3.mp4
3720,3718,data/engagement/video/Group_therapy_video_2/clip0025/Group_therapy_video_215_clip1.mp4
3721,3719,data/engagement/video/PCA_Support_Group_Webinar_-_1st_December_2023/clip0017/PCA_Support_Group_Webinar_-_1st_December_2023128_clip1.mp4
3722,3720,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0023/Te_Awamutu_Community_Board_Meeting_14_September_2021180_clip7.mp4
3723,3721,data/engagement/video/August_Facebook_Live/clip0025/August_Facebook_Live21_clip3.mp4
3724,3722,data/engagement/video/grief_support_group/clip0010/grief_support_group18_clip3.mp4
3725,3723,data/engagement/video/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0059/PTSD_Buddies_Zoom_Group_Support_Meeting48_clip1.mp4
3726,3724,data/engagement/video/Group_therapy_video_2/clip0008/Group_therapy_video_26_clip5.mp4
3727,3725,data/engagement/video/Zoom_Focus_Group/clip0064/Zoom_Focus_Group56_clip5.mp4
3728,3726,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0039/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic40_clip1.mp4
3729,3727,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0076/Dry_Eye_Zoom_Group_October_14_202274_clip4.mp4
3730,3728,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0077/Te_Awamutu_Community_Board_Meeting_14_September_2021201_clip6.mp4
3731,3729,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0109/Te_Awamutu_Community_Board_Meeting_14_September_2021214_clip5.mp4
3732,3730,data/engagement/video/August_Facebook_Live/clip0052/August_Facebook_Live34_clip2.mp4
3733,3731,data/engagement/video/Group_therapy_video_2/clip0038/Group_therapy_video_224_clip1.mp4
3734,3732,data/engagement/video/August_Facebook_Live/clip0112/August_Facebook_Live62_clip4.mp4
3735,3733,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0134/Dry_Eye_Zoom_Group_October_14_2022101_clip1.mp4
3736,3734,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0035/Dry_Eye_Zoom_Group_October_14_202241_clip1.mp4
3737,3735,data/engagement/video/zoom_group_therapy_session_1/clip0048/zoom_group_therapy_session_161_clip3.mp4
3738,3736,data/engagement/video/Zoom_Focus_Group/clip0082/Zoom_Focus_Group79_clip5.mp4
3739,3737,data/engagement/video/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0048/PTSD_Buddies_Zoom_Group_Support_Meeting41_clip3.mp4
3740,3738,data/engagement/video/August_Facebook_Live/clip0093/August_Facebook_Live54_clip2.mp4
3741,3739,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0034/Te_Awamutu_Community_Board_Meeting_14_September_2021183_clip8.mp4
3742,3740,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0132/Dry_Eye_Zoom_Group_October_14_202298_clip3.mp4
3743,3741,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0081/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic68_clip5.mp4
3744,3742,data/engagement/video/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0070/PTSD_Buddies_Zoom_Group_Support_Meeting56_clip2.mp4
3745,3743,data/engagement/video/PCA_Support_Group_Webinar_-_1st_December_2023/clip0018/PCA_Support_Group_Webinar_-_1st_December_2023128_clip7.mp4
3746,3744,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0026/Te_Awamutu_Community_Board_Meeting_14_September_2021181_clip2.mp4
3747,3745,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0016/Te_Awamutu_Community_Board_Meeting_14_September_2021177_clip5.mp4
3748,3746,data/engagement/video/August_Facebook_Live/clip0071/August_Facebook_Live44_clip4.mp4
3749,3747,data/engagement/video/zoom_group_therapy_session_1/clip0003/zoom_group_therapy_session_121_clip4.mp4
3750,3748,data/engagement/video/August_Facebook_Live/clip0048/August_Facebook_Live31_clip1.mp4
3751,3749,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0022/Stroke_Buddies_Support_Group_Meeting_#524_clip4.mp4
3752,3750,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0019/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202177_clip1.mp4
3753,3751,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0018/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic15_clip2.mp4
3754,3752,data/engagement/video/Zoom_Focus_Group/clip0082/Zoom_Focus_Group79_clip1.mp4
3755,3753,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0108/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic83_clip4.mp4
3756,3754,data/engagement/video/Zoom_Focus_Group/clip0004/Zoom_Focus_Group3_clip6.mp4
3757,3755,data/engagement/video/zoom_group_therapy_session_1/clip0057/zoom_group_therapy_session_176_clip4.mp4
3758,3756,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0014/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202175_clip5.mp4
3759,3757,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0006/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202173_clip2.mp4
3760,3758,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0077/Te_Awamutu_Community_Board_Meeting_14_September_2021201_clip2.mp4
3761,3759,data/engagement/video/August_Facebook_Live/clip0051/August_Facebook_Live33_clip6.mp4
3762,3760,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0034/Dry_Eye_Zoom_Group_October_14_202240_clip1.mp4
3763,3761,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0030/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202187_clip4.mp4
3764,3762,data/engagement/video/Zoom_Focus_Group/clip0104/Zoom_Focus_Group104_clip4.mp4
3765,3763,data/engagement/video/Group_therapy_video_2/clip0063/Group_therapy_video_244_clip1.mp4
3766,3764,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0058/Te_Awamutu_Community_Board_Meeting_14_September_2021194_clip3.mp4
3767,3765,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0125/Te_Awamutu_Community_Board_Meeting_14_September_2021218_clip5.mp4
3768,3766,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0126/Dry_Eye_Zoom_Group_October_14_202295_clip4.mp4
3769,3767,data/engagement/video/August_Facebook_Live/clip0005/August_Facebook_Live8_clip3.mp4
3770,3768,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0016/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202176_clip4.mp4
3771,3769,data/engagement/video/Group_therapy_video_2/clip0066/Group_therapy_video_246_clip4.mp4
3772,3770,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0061/Te_Awamutu_Community_Board_Meeting_14_September_2021195_clip2.mp4
3773,3771,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0091/Te_Awamutu_Community_Board_Meeting_14_September_2021206_clip4.mp4
3774,3772,data/engagement/video/zoom_group_therapy_session_1/clip0008/zoom_group_therapy_session_130_clip5.mp4
3775,3773,data/engagement/video/Zoom_Focus_Group/clip0092/Zoom_Focus_Group88_clip2.mp4
3776,3774,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.mp4
3777,3775,data/engagement/video/August_Facebook_Live/clip0074/August_Facebook_Live45_clip9.mp4
3778,3776,data/engagement/video/Group_therapy_video_2/clip0010/Group_therapy_video_27_clip1.mp4
3779,3777,data/engagement/video/Mock_Group_Therapy_Session_Substance_Abuse/clip0014/Mock_Group_Therapy_Session_Substance_Abuse23_clip5.mp4
3780,3778,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0014/Te_Awamutu_Community_Board_Meeting_14_September_2021177_clip1.mp4
3781,3779,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0095/Dry_Eye_Zoom_Group_October_14_202281_clip2.mp4
3782,3780,data/engagement/video/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0062/PTSD_Buddies_Zoom_Group_Support_Meeting49_clip3.mp4
3783,3781,data/engagement/video/August_Facebook_Live/clip0027/August_Facebook_Live21_clip6.mp4
3784,3782,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0066/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic60_clip6.mp4
3785,3783,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0049/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic45_clip5.mp4
3786,3784,data/engagement/video/Group_therapy_video_2/clip0091/Group_therapy_video_264_clip3.mp4
3787,3785,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0005/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202172_clip1.mp4
3788,3786,data/engagement/video/August_Facebook_Live/clip0086/August_Facebook_Live51_clip5.mp4
3789,3787,data/engagement/video/zoom_group_therapy_session_1/clip0068/zoom_group_therapy_session_180_clip3.mp4
3790,3788,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0046/Dry_Eye_Zoom_Group_October_14_202249_clip2.mp4
3791,3789,data/engagement/video/Zoom_Focus_Group/clip0096/Zoom_Focus_Group89_clip2.mp4
3792,3790,data/engagement/video/zoom_group_therapy_session_1/clip0004/zoom_group_therapy_session_121_clip5.mp4
3793,3791,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0135/Dry_Eye_Zoom_Group_October_14_2022101_clip2.mp4
3794,3792,data/engagement/video/August_Facebook_Live/clip0072/August_Facebook_Live44_clip2.mp4
3795,3793,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0081/Stroke_Buddies_Support_Group_Meeting_#593_clip4.mp4
3796,3794,data/engagement/video/August_Facebook_Live/clip0041/August_Facebook_Live27_clip1.mp4
3797,3795,data/engagement/video/August_Facebook_Live/clip0059/August_Facebook_Live37_clip1.mp4
3798,3796,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0128/Dry_Eye_Zoom_Group_October_14_202296_clip5.mp4
3799,3797,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0057/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic51_clip2.mp4
3800,3798,data/engagement/video/Group_therapy_video_2/clip0035/Group_therapy_video_223_clip5.mp4
3801,3799,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0024/Te_Awamutu_Community_Board_Meeting_14_September_2021181_clip5.mp4
3802,3800,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0116/Te_Awamutu_Community_Board_Meeting_14_September_2021215_clip1.mp4
3803,3801,data/engagement/video/Group_therapy_video_2/clip0029/Group_therapy_video_218_clip3.mp4
3804,3802,data/engagement/video/Zoom_Focus_Group/clip0019/Zoom_Focus_Group25_clip6.mp4
3805,3803,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0043/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic42_clip4.mp4
3806,3804,data/engagement/video/Zoom_Focus_Group/clip0045/Zoom_Focus_Group39_clip6.mp4
3807,3805,data/engagement/video/August_Facebook_Live/clip0023/August_Facebook_Live21_clip4.mp4
3808,3806,data/engagement/video/August_Facebook_Live/clip0112/August_Facebook_Live62_clip5.mp4
3809,3807,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0127/Te_Awamutu_Community_Board_Meeting_14_September_2021220_clip7.mp4
3810,3808,data/engagement/video/Mock_Group_Therapy_Session_Substance_Abuse/clip0024/Mock_Group_Therapy_Session_Substance_Abuse38_clip4.mp4
3811,3809,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0015/Te_Awamutu_Community_Board_Meeting_14_September_2021177_clip3.mp4
3812,3810,data/engagement/video/August_Facebook_Live/clip0045/August_Facebook_Live29_clip2.mp4
3813,3811,data/engagement/video/Group_therapy_video_2/clip0012/Group_therapy_video_28_clip5.mp4
3814,3812,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0107/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic81_clip2.mp4
3815,3813,data/engagement/video/zoom_group_therapy_session_1/clip0009/zoom_group_therapy_session_131_clip1.mp4
3816,3814,data/engagement/video/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0022/PTSD_Buddies_Zoom_Group_Support_Meeting18_clip1.mp4
3817,3815,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0104/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic79_clip6.mp4
3818,3816,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0047/Te_Awamutu_Community_Board_Meeting_14_September_2021189_clip8.mp4
3819,3817,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0094/Dry_Eye_Zoom_Group_October_14_202280_clip3.mp4
3820,3818,data/engagement/video/Group_therapy_video_2/clip0059/Group_therapy_video_242_clip2.mp4
3821,3819,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0099/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic74_clip3.mp4
3822,3820,data/engagement/video/August_Facebook_Live/clip0090/August_Facebook_Live54_clip7.mp4
3823,3821,data/engagement/video/PCA_Support_Group_Webina-9th_December_2022/clip0010/PCA_Support_Group_Webina-9th_December_2022128_clip2.mp4
3824,3822,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0119/Dry_Eye_Zoom_Group_October_14_202290_clip5.mp4
3825,3823,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0045/Te_Awamutu_Community_Board_Meeting_14_September_2021189_clip4.mp4
3826,3824,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0093/Stroke_Buddies_Support_Group_Meeting_#5103_clip4.mp4
3827,3825,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0093/Dry_Eye_Zoom_Group_October_14_202280_clip1.mp4
3828,3826,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0015/Te_Awamutu_Community_Board_Meeting_14_September_2021177_clip7.mp4
3829,3827,data/engagement/video/August_Facebook_Live/clip0019/August_Facebook_Live18_clip2.mp4
3830,3828,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0099/Te_Awamutu_Community_Board_Meeting_14_September_2021210_clip8.mp4
3831,3829,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0015/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202176_clip3.mp4
3832,3830,data/engagement/video/August_Facebook_Live/clip0030/August_Facebook_Live22_clip9.mp4
3833,3831,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0005/Dry_Eye_Zoom_Group_October_14_202228_clip5.mp4
3834,3832,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0005/Dry_Eye_Zoom_Group_October_14_202228_clip3.mp4
3835,3833,data/engagement/video/August_Facebook_Live/clip0033/August_Facebook_Live22_clip1.mp4
3836,3834,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0073/Te_Awamutu_Community_Board_Meeting_14_September_2021200_clip2.mp4
3837,3835,data/engagement/video/PCA_Support_Group_Webina-9th_December_2022/clip0010/PCA_Support_Group_Webina-9th_December_2022128_clip3.mp4
3838,3836,data/engagement/video/grief_support_group/clip0021/grief_support_group37_clip2.mp4
3839,3837,data/engagement/video/August_Facebook_Live/clip0039/August_Facebook_Live24_clip1.mp4
3840,3838,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0053/Te_Awamutu_Community_Board_Meeting_14_September_2021192_clip7.mp4
3841,3839,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0018/Stroke_Buddies_Support_Group_Meeting_#518_clip1.mp4
3842,3840,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0041/Te_Awamutu_Community_Board_Meeting_14_September_2021186_clip5.mp4
3843,3841,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0083/Dry_Eye_Zoom_Group_October_14_202277_clip3.mp4
3844,3842,data/engagement/video/PCA_Support_Group_Webinar_-_1st_December_2023/clip0019/PCA_Support_Group_Webinar_-_1st_December_2023132_clip2.mp4
3845,3843,data/engagement/video/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0036/PTSD_Buddies_Zoom_Group_Support_Meeting26_clip3.mp4
3846,3844,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0021/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic18_clip2.mp4
3847,3845,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0095/Dry_Eye_Zoom_Group_October_14_202281_clip4.mp4
3848,3846,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0126/Dry_Eye_Zoom_Group_October_14_202295_clip5.mp4
3849,3847,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0021/Te_Awamutu_Community_Board_Meeting_14_September_2021179_clip1.mp4
3850,3848,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0001/Te_Awamutu_Community_Board_Meeting_14_September_2021172_clip8.mp4
3851,3849,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0009/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202174_clip4.mp4
3852,3850,data/engagement/video/August_Facebook_Live/clip0032/August_Facebook_Live22_clip3.mp4
3853,3851,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0048/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic43_clip5.mp4
3854,3852,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0096/Stroke_Buddies_Support_Group_Meeting_#5106_clip4.mp4
3855,3853,data/engagement/video/Zoom_Focus_Group/clip0085/Zoom_Focus_Group80_clip4.mp4
3856,3854,data/engagement/video/grief_support_group/clip0040/grief_support_group61_clip1.mp4
3857,3855,data/engagement/video/Group_therapy_video_2/clip0106/Group_therapy_video_274_clip1.mp4
3858,3856,data/engagement/video/Group_therapy_video_2/clip0087/Group_therapy_video_260_clip5.mp4
3859,3857,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0022/Te_Awamutu_Community_Board_Meeting_14_September_2021180_clip6.mp4
3860,3858,data/engagement/video/Zoom_Focus_Group/clip0031/Zoom_Focus_Group32_clip5.mp4
3861,3859,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0032/Dry_Eye_Zoom_Group_October_14_202240_clip1.mp4
3862,3860,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0044/Dry_Eye_Zoom_Group_October_14_202244_clip2.mp4
3863,3861,data/engagement/video/August_Facebook_Live/clip0040/August_Facebook_Live26_clip2.mp4
3864,3862,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0071/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic63_clip1.mp4
3865,3863,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0092/Te_Awamutu_Community_Board_Meeting_14_September_2021207_clip4.mp4
3866,3864,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0111/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic87_clip5.mp4
3867,3865,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0021/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic18_clip5.mp4
3868,3866,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0042/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic41_clip5.mp4
3869,3867,data/engagement/video/August_Facebook_Live/clip0077/August_Facebook_Live46_clip3.mp4
3870,3868,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0043/Te_Awamutu_Community_Board_Meeting_14_September_2021189_clip6.mp4
3871,3869,data/engagement/video/Group_therapy_video_2/clip0058/Group_therapy_video_242_clip1.mp4
3872,3870,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0005/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202172_clip4.mp4
3873,3871,data/engagement/video/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0060/PTSD_Buddies_Zoom_Group_Support_Meeting49_clip3.mp4
3874,3872,data/engagement/video/August_Facebook_Live/clip0089/August_Facebook_Live53_clip3.mp4
3875,3873,data/engagement/video/Zoom_Focus_Group/clip0092/Zoom_Focus_Group88_clip4.mp4
3876,3874,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0069/Te_Awamutu_Community_Board_Meeting_14_September_2021198_clip6.mp4
3877,3875,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0075/Te_Awamutu_Community_Board_Meeting_14_September_2021201_clip8.mp4
3878,3876,data/engagement/video/PCA_Support_Group_Webina-9th_December_2022/clip0018/PCA_Support_Group_Webina-9th_December_2022139_clip4.mp4
3879,3877,data/engagement/video/August_Facebook_Live/clip0034/August_Facebook_Live22_clip8.mp4
3880,3878,data/engagement/video/Mock_Group_Therapy_Session_Substance_Abuse/clip0021/Mock_Group_Therapy_Session_Substance_Abuse30_clip4.mp4
3881,3879,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0031/Te_Awamutu_Community_Board_Meeting_14_September_2021182_clip1.mp4
3882,3880,data/engagement/video/August_Facebook_Live/clip0018/August_Facebook_Live18_clip6.mp4
3883,3881,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0092/Dry_Eye_Zoom_Group_October_14_202280_clip1.mp4
3884,3882,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0052/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021103_clip2.mp4
3885,3883,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0017/Dry_Eye_Zoom_Group_October_14_202235_clip1.mp4
3886,3884,data/engagement/video/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0030/PTSD_Buddies_Zoom_Group_Support_Meeting22_clip2.mp4
3887,3885,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0019/Te_Awamutu_Community_Board_Meeting_14_September_2021179_clip8.mp4
3888,3886,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0042/Stroke_Buddies_Support_Group_Meeting_#561_clip2.mp4
3889,3887,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0057/Te_Awamutu_Community_Board_Meeting_14_September_2021194_clip1.mp4
3890,3888,data/engagement/video/August_Facebook_Live/clip0061/August_Facebook_Live38_clip9.mp4
3891,3889,data/engagement/video/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0032/PTSD_Buddies_Zoom_Group_Support_Meeting25_clip3.mp4
3892,3890,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0068/Dry_Eye_Zoom_Group_October_14_202265_clip4.mp4
3893,3891,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0084/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic69_clip1.mp4
3894,3892,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0126/Dry_Eye_Zoom_Group_October_14_202295_clip1.mp4
3895,3893,data/engagement/video/Zoom_Focus_Group/clip0070/Zoom_Focus_Group62_clip4.mp4
3896,3894,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0072/Stroke_Buddies_Support_Group_Meeting_#591_clip1.mp4
3897,3895,data/engagement/video/Mock_Group_Therapy_Session_Substance_Abuse/clip0022/Mock_Group_Therapy_Session_Substance_Abuse30_clip3.mp4
3898,3896,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0038/Te_Awamutu_Community_Board_Meeting_14_September_2021185_clip7.mp4
3899,3897,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip3.mp4
3900,3898,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0076/Dry_Eye_Zoom_Group_October_14_202274_clip3.mp4
3901,3899,data/engagement/video/August_Facebook_Live/clip0079/August_Facebook_Live46_clip7.mp4
3902,3900,data/engagement/video/PCA_Support_Group_Webinar_-_1st_December_2023/clip0011/PCA_Support_Group_Webinar_-_1st_December_2023122_clip6.mp4
3903,3901,data/engagement/video/PCA_Support_Group_Webinar_-_1st_December_2023/clip0004/PCA_Support_Group_Webinar_-_1st_December_2023111_clip6.mp4
3904,3902,data/engagement/video/Group_therapy_video_2/clip0068/Group_therapy_video_249_clip1.mp4
3905,3903,data/engagement/video/Group_therapy_video_2/clip0049/Group_therapy_video_235_clip5.mp4
3906,3904,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0040/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202198_clip1.mp4
3907,3905,data/engagement/video/Mock_Group_Therapy_Session_Substance_Abuse/clip0010/Mock_Group_Therapy_Session_Substance_Abuse16_clip1.mp4
3908,3906,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0084/Dry_Eye_Zoom_Group_October_14_202277_clip3.mp4
3909,3907,data/engagement/video/Group_therapy_video_2/clip0087/Group_therapy_video_260_clip2.mp4
3910,3908,data/engagement/video/Mock_Group_Therapy_Session_Substance_Abuse/clip0004/Mock_Group_Therapy_Session_Substance_Abuse9_clip2.mp4
