listener_clip_uid,listener_video_path,listener_text_path,listener_audio_path,listener_openface_path,speaker_video_path,speaker_text_path,speaker_audio_path,speaker_openface_path,engagement
PTSD_Buddies_Zoom_Group_Support_Meeting_clip0070,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0070/PTSD_Buddies_Zoom_Group_Support_Meeting56_clip2.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0070/PTSD_Buddies_Zoom_Group_Support_Meeting56_clip2.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0070/PTSD_Buddies_Zoom_Group_Support_Meeting56_clip2.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0070/PTSD_Buddies_Zoom_Group_Support_Meeting56_clip2.csv,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0070/PTSD_Buddies_Zoom_Group_Support_Meeting56_clip3.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0070/PTSD_Buddies_Zoom_Group_Support_Meeting56_clip3.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0070/PTSD_Buddies_Zoom_Group_Support_Meeting56_clip3.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0070/PTSD_Buddies_Zoom_Group_Support_Meeting56_clip3.csv,-0.0099999999999999
PTSD_Buddies_Zoom_Group_Support_Meeting_clip0071,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0071/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip1.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0071/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip1.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0071/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip1.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0071/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip1.csv,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0071/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip3.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0071/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip3.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0071/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip3.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0071/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip3.csv,0.1166666666666666
PTSD_Buddies_Zoom_Group_Support_Meeting_clip0072,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0072/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip2.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0072/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip2.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0072/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip2.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0072/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip2.csv,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0072/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip3.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0072/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip3.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0072/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip3.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0072/PTSD_Buddies_Zoom_Group_Support_Meeting57_clip3.csv,0.0333333333333333
PTSD_Buddies_Zoom_Group_Support_Meeting_clip0073,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0073/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0073/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0073/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0073/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.csv,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0073/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip2.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0073/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip2.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0073/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip2.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0073/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip2.csv,0.2266666666666666
PTSD_Buddies_Zoom_Group_Support_Meeting_clip0075,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip1.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip1.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip1.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip1.csv,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.csv,0.1599999999999999
PTSD_Buddies_Zoom_Group_Support_Meeting_clip0075,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip2.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip2.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip2.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip2.csv,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0075/PTSD_Buddies_Zoom_Group_Support_Meeting59_clip3.csv,-0.0533333333333332
PTSD_Buddies_Zoom_Group_Support_Meeting_clip0076,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0076/PTSD_Buddies_Zoom_Group_Support_Meeting60_clip2.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0076/PTSD_Buddies_Zoom_Group_Support_Meeting60_clip2.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0076/PTSD_Buddies_Zoom_Group_Support_Meeting60_clip2.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0076/PTSD_Buddies_Zoom_Group_Support_Meeting60_clip2.csv,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0076/PTSD_Buddies_Zoom_Group_Support_Meeting60_clip3.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0076/PTSD_Buddies_Zoom_Group_Support_Meeting60_clip3.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0076/PTSD_Buddies_Zoom_Group_Support_Meeting60_clip3.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0076/PTSD_Buddies_Zoom_Group_Support_Meeting60_clip3.csv,0.0933333333333333
PTSD_Buddies_Zoom_Group_Support_Meeting_clip0077,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0077/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip1.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0077/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip1.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0077/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip1.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0077/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip1.csv,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0077/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip3.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0077/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip3.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0077/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip3.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0077/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip3.csv,0.0499999999999999
PTSD_Buddies_Zoom_Group_Support_Meeting_clip0078,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0078/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip1.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0078/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip1.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0078/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip1.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0078/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip1.csv,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0078/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip3.csv,data/engagement/text/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0078/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip3.txt,features/audio/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0078/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip3.pt,data/engagement/featopenface/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0078/PTSD_Buddies_Zoom_Group_Support_Meeting61_clip3.csv,-0.0133333333333333
Stroke_Buddies_Support_Group_Meeting_#5_clip0001,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip1.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip1.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip1.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip1.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip2.csv,-0.1266666666666666
Stroke_Buddies_Support_Group_Meeting_#5_clip0001,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip3.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip3.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip3.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip3.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0001/Stroke_Buddies_Support_Group_Meeting_#51_clip2.csv,-0.0666666666666666
Stroke_Buddies_Support_Group_Meeting_#5_clip0002,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip1.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip1.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip1.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip1.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip2.csv,-0.0466666666666666
Stroke_Buddies_Support_Group_Meeting_#5_clip0002,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip3.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip3.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip3.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip3.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0002/Stroke_Buddies_Support_Group_Meeting_#51_clip2.csv,-2.775557561562892e-17
Stroke_Buddies_Support_Group_Meeting_#5_clip0003,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip1.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip1.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip1.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip1.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip3.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip3.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip3.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip3.csv,0.0666666666666666
Stroke_Buddies_Support_Group_Meeting_#5_clip0003,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip2.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip3.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip3.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip3.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0003/Stroke_Buddies_Support_Group_Meeting_#52_clip3.csv,-0.0733333333333333
Stroke_Buddies_Support_Group_Meeting_#5_clip0004,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0004/Stroke_Buddies_Support_Group_Meeting_#53_clip3.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0004/Stroke_Buddies_Support_Group_Meeting_#53_clip3.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0004/Stroke_Buddies_Support_Group_Meeting_#53_clip3.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0004/Stroke_Buddies_Support_Group_Meeting_#53_clip3.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0004/Stroke_Buddies_Support_Group_Meeting_#53_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0004/Stroke_Buddies_Support_Group_Meeting_#53_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0004/Stroke_Buddies_Support_Group_Meeting_#53_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0004/Stroke_Buddies_Support_Group_Meeting_#53_clip2.csv,-2.775557561562892e-17
Stroke_Buddies_Support_Group_Meeting_#5_clip0005,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip1.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip1.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip1.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip1.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip2.csv,-0.0666666666666666
Stroke_Buddies_Support_Group_Meeting_#5_clip0005,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip3.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip3.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip3.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip3.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0005/Stroke_Buddies_Support_Group_Meeting_#55_clip2.csv,-2.775557561562892e-17
Stroke_Buddies_Support_Group_Meeting_#5_clip0006,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0006/Stroke_Buddies_Support_Group_Meeting_#55_clip1.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0006/Stroke_Buddies_Support_Group_Meeting_#55_clip1.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0006/Stroke_Buddies_Support_Group_Meeting_#55_clip1.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0006/Stroke_Buddies_Support_Group_Meeting_#55_clip1.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0006/Stroke_Buddies_Support_Group_Meeting_#55_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0006/Stroke_Buddies_Support_Group_Meeting_#55_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0006/Stroke_Buddies_Support_Group_Meeting_#55_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0006/Stroke_Buddies_Support_Group_Meeting_#55_clip2.csv,-0.0466666666666666
Stroke_Buddies_Support_Group_Meeting_#5_clip0007,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip1.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip1.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip1.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip1.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip2.csv,-0.1833333333333333
Stroke_Buddies_Support_Group_Meeting_#5_clip0007,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip3.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip3.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip3.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip3.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0007/Stroke_Buddies_Support_Group_Meeting_#56_clip2.csv,-0.0266666666666666
Stroke_Buddies_Support_Group_Meeting_#5_clip0008,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0008/Stroke_Buddies_Support_Group_Meeting_#57_clip1.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0008/Stroke_Buddies_Support_Group_Meeting_#57_clip1.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0008/Stroke_Buddies_Support_Group_Meeting_#57_clip1.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0008/Stroke_Buddies_Support_Group_Meeting_#57_clip1.csv,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0008/Stroke_Buddies_Support_Group_Meeting_#57_clip2.csv,data/engagement/text/Stroke_Buddies_Support_Group_Meeting_#5/clip0008/Stroke_Buddies_Support_Group_Meeting_#57_clip2.txt,features/audio/Stroke_Buddies_Support_Group_Meeting_#5/clip0008/Stroke_Buddies_Support_Group_Meeting_#57_clip2.pt,data/engagement/featopenface/Stroke_Buddies_Support_Group_Meeting_#5/clip0008/Stroke_Buddies_Support_Group_Meeting_#57_clip2.csv,-0.1566666666666666
